customerskey|loaddate|enddate|extractdate|recordsource|hashdiff|customernumber|customername|contactlastname|contactfirstname|phone|addressline1|addressline2|city|state|postalcode|country|salesrepemployeenumber|creditlimit|createdate|updatedate
A3351FCAB79EEC929438B49274DBB35E|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|D38E7EFF2F0FB16A3C59761C872DC22E|334|Suominen Souveniers|Suominen|Kalle|+358 9 8045 555|Software Engineering Center|SEC Oy|Espoo|NULL|FIN-02271|Finland|1501|98800.00|2015-01-01|2015-01-01
49AB59760D62C5EF9BF11C690AFAB505|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|D82B089F68A60663B7E42752947B21EC|335|Cramer Spezialitäten, Ltd|Cramer|Philip |0555-09555|Maubelstr. 90|NULL|Brandenburg|NULL|14776|Germany|NULL|0.00|2015-01-01|2015-01-01
A5B46C8357DA904180ABBDDE9FF9BCF9|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|A47CAFE063C202669EDCAE3DA5541303|339|Classic Gift Ideas, Inc|Cervantes|Francisca|2155554695|782 First Street|NULL|Philadelphia|PA|71270|USA|1188|81100.00|2015-01-01|2015-01-01
8027AA91AFC3E474FC16A974F8F0881E|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|A200304E7EA59D717B89418E6E777333|344|CAF Imports|Fernandez|Jesus|+34 913 728 555|Merchants House|27-30 Merchant's Quay|Madrid|NULL|28023|Spain|1702|59600.00|2015-01-01|2015-01-01
F815E7DB140CC5AABEEA372D926D641D|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|BEB04404FD27C15B540766F1C6F60AD7|347|Men 'R' US Retailers, Ltd.|Chandler|Brian|2155554369|6047 Douglas Av.|NULL|Los Angeles|CA|91003|USA|1166|57700.00|2015-01-01|2015-01-01
BF0E7DF0552CD223CC250A78F3904C2F|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|2208ED699A5E99C19FD8E9068C263352|348|Asian Treasures, Inc.|McKenna|Patricia |2967 555|8 Johnstown Road|NULL|Cork|Co. Cork|NULL|Ireland|NULL|0.00|2015-01-01|2015-01-01
76271E7774CA56AFF13B4E39FEB5B85F|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|2D3D656B8927326364F38A9AE938247C|350|Marseille Mini Autos|Lebihan|Laurence |91.24.4555|12, rue des Bouchers|NULL|Marseille|NULL|13008|France|1337|65000.00|2015-01-01|2015-01-01
74CAE178CC03AA04BDCE47AD711E12EE|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|BB0E5BC043E9A9E10AD3F34387B8291D|353|Reims Collectables|Henriot|Paul |26.47.1555|59 rue de l'Abbaye|NULL|Reims|NULL|51100|France|1337|81100.00|2015-01-01|2015-01-01
676D187D4871C8B2FA02B3703F47BA05|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|3D6EA812F1CA6C1685BB1EA164BCBD14|356|SAR Distributors, Co|Kuger|Armand|+27 21 550 3555|1250 Pretorius Street|NULL|Hatfield|Pretoria|0028|South Africa|NULL|0.00|2015-01-01|2015-01-01
E23F2A141B75D6EECF3D623A88B5054E|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|721F54FB17377137A4BEB786F2E52C8B|357|GiftsForHim.com|MacKinlay|Wales|64-9-3763555|199 Great North Road|NULL|Auckland|NULL|NULL|New Zealand|1612|77700.00|2015-01-01|2015-01-01
001E4B37B1EF843A842F5FC702DBBF95|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|F10A8B277FE8D42B6D37BFF6BDF127C1|361|Kommission Auto|Josephs|Karin|0251-555259|Luisenstr. 48|NULL|Münster|NULL|44087|Germany|NULL|0.00|2015-01-01|2015-01-01
37B1B6F1AA76C0F0647E60F375AFE3A3|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|F897D3EE58CEAC2F36A0E94411757012|362|Gifts4AllAges.com|Yoshido|Juri|6175559555|8616 Spinnaker Dr.|NULL|Boston|MA|51003|USA|1216|41900.00|2015-01-01|2015-01-01
CFF8EDBA74F8455856B60A7D9B446A6E|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|FB83AC41BD208F13A92176699CADA747|363|Online Diecast Creations Co.|Young|Dorothy|6035558647|2304 Long Airport Avenue|NULL|Nashua|NH|62005|USA|1216|114200.00|2015-01-01|2015-01-01
09CCF799DCCDA6B2099DD3FF343E737C|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|305D53E086C481D17FF8E5E4FAF74634|369|Lisboa Souveniers, Inc|Rodriguez|Lino |(1) 354-2555|Jardim das rosas n. 32|NULL|Lisboa|NULL|1675|Portugal|NULL|0.00|2015-01-01|2015-01-01
1CB52C7DAB0565F58AA7612F1CECFAC1|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|929B1C589343F5109115969A99BB80BD|376|Precious Collectables|Urs|Braun|0452-076555|Hauptstr. 29|NULL|Bern|NULL|3012|Switzerland|1702|0.00|2015-01-01|2015-01-01
75536B8F7357546215402210AF2A3DC2|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|E9AB020F9037FCBE082402CFB2A3FC73|379|Collectables For Less Inc.|Nelson|Allen|6175558555|7825 Douglas Av.|NULL|Brickhaven|MA|58339|USA|1188|70700.00|2015-01-01|2015-01-01
7CE75159F5D5B9CE85897256E80DC2F7|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|D356798E7EB43B9F3688A3C55BA3ED90|381|Royale Belge|Cartrain|Pascale |(071) 23 67 2555|Boulevard Tirou, 255|NULL|Charleroi|NULL|B-6000|Belgium|1401|23500.00|2015-01-01|2015-01-01
242C3F0A0FD26A1A4660F16A42D8066B|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|5CD14A2B6C4EC036E6B3067A7145E970|382|Salzburg Collectables|Pipps|Georg |6562-9555|Geislweg 14|NULL|Salzburg|NULL|5020|Austria|1401|71700.00|2015-01-01|2015-01-01
AEDD14C611EDAF81BD0488706C2DD4BB|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|4E48F1EEE73FC64A209755A66FB11ACE|385|Cruz & Sons Co.|Cruz|Arnold|+63 2 555 3587|15 McCallum Street|NatWest Center #13-03|Makati City|NULL|1227 MM|Philippines|1621|81500.00|2015-01-01|2015-01-01
21A05869956041F83304A22D2E03C14C|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|1021027AFC4BC9396C9F82B11B2BE33A|386|L'ordine Souveniers|Moroni|Maurizio |0522-556555|Strada Provinciale 124|NULL|Reggio Emilia|NULL|42100|Italy|1401|121400.00|2015-01-01|2015-01-01
F603DB4D2C04F97E7BDFC9B960AE710C|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|48968567D79909DA275185FF8B3C79C8|398|Tokyo Collectables, Ltd|Shimamura|Akiko|+81 3 3584 0555|2-2-8 Roppongi|NULL|Minato-ku|Tokyo|106-0032|Japan|1621|94400.00|2015-01-01|2015-01-01
0D8DD7C18CA0C617265BD4E5E0FFC821|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|CD41D744D961012EE019257146F75779|406|Auto Canal+ Petit|Perrier|Dominique|(1) 47.55.6555|25, rue Lauriston|NULL|Paris|NULL|75016|France|1337|95000.00|2015-01-01|2015-01-01
245C40AE30E481B651E491045CFCA16C|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|C19F5671C9C7CBBB47305DF33CF6EA56|409|Stuttgart Collectable Exchange|Müller|Rita |0711-555361|Adenauerallee 900|NULL|Stuttgart|NULL|70563|Germany|NULL|0.00|2015-01-01|2015-01-01
CC9A4BD8C6121BD42AEAA0ED86415990|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|8D9DF4A647AF36A2DA23DCA2CC65EA78|412|Extreme Desk Decorations, Ltd|McRoy|Sarah|04 499 9555|101 Lambton Quay|Level 11|Wellington|NULL|NULL|New Zealand|1612|86800.00|2015-01-01|2015-01-01
5B35545E1A55678B1A494C68202CC02D|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|DD04157985BE14365E486AE88460EA09|415|Bavarian Collectables Imports, Co.|Donnermeyer|Michael| +49 89 61 08 9555|Hansastr. 15|NULL|Munich|NULL|80686|Germany|1504|77000.00|2015-01-01|2015-01-01
B64F4E13766C782DD9D443427B377761|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|680758F2E53038E5401E68AB003B4C1D|424|Classic Legends Inc.|Hernandez|Maria|2125558493|5905 Pompton St.|Suite 750|NYC|NY|10022|USA|1286|67500.00|2015-01-01|2015-01-01
FBFF51D694406E2DC9EDBE1A7A85FF2C|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|F9D77BCEACFF349862EB3D0A4DD29AD7|443|Feuer Online Stores, Inc|Feuer|Alexander |0342-555176|Heerstr. 22|NULL|Leipzig|NULL|04179|Germany|NULL|0.00|2015-01-01|2015-01-01
C7AF7B2045D4AD135BAEF5D4697D0CB4|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|4DE0EE854434DEF25FC92076721F64B5|447|Gift Ideas Corp.|Lewis|Dan|2035554407|2440 Pompton St.|NULL|Glendale|CT|97561|USA|1323|49700.00|2015-01-01|2015-01-01
AF37C38D6B264D5924746E04E4A9AA37|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|04BCAE8FDBAD1991649A8A3B2B4EC2C9|448|Scandinavian Gift Ideas|Larsson|Martha|0695-34 6555|Åkergatan 24|NULL|Bräcke|NULL|S-844 67|Sweden|1504|116400.00|2015-01-01|2015-01-01
2F1A7CF649C616E2C873505D9A532A44|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|7E679C645510A120EF39BF9C51F7DEC6|450|The Sharp Gifts Warehouse|Frick|Sue|4085553659|3086 Ingle Ln.|NULL|San Jose|CA|94217|USA|1165|77600.00|2015-01-01|2015-01-01
B9555E741C9F96CAB1DED3CC710F191E|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|A20ADD511B1E1802705F1FACF53622DC|452|Mini Auto Werke|Mendel|Roland |7675-3555|Kirchgasse 6|NULL|Graz|NULL|8010|Austria|1401|45300.00|2015-01-01|2015-01-01
78BF1F5EDE156C9182D425BE93328C16|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|B0A66F33DE3B3E7EBFD5101C6F47CFB0|455|Super Scale Inc.|Murphy|Leslie|2035559545|567 North Pendale Street|NULL|New Haven|CT|97823|USA|1286|95400.00|2015-01-01|2015-01-01
3A0FA423901CEBAB14FB36861CCCB2E8|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|BB12AC8DB0004A422D463FD63863E779|456|Microscale Inc.|Choi|Yu|2125551957|5290 North Pendale Street|Suite 200|NYC|NY|10022|USA|1286|39800.00|2015-01-01|2015-01-01
6AD04C80C1736A5B7E968265A3C9E719|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|E4143CD42ED5C73C63D58E80C7CBA3AD|458|Corrida Auto Replicas, Ltd|Sommer|Martín |(91) 555 22 82|C/ Araquil, 67|NULL|Madrid|NULL|28023|Spain|1702|104600.00|2015-01-01|2015-01-01
F3195BC62EC8A5C3B6A123F4020F3FBB|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|CCC3B77357EA1F1DFDCCF3A0894E46C2|459|Warburg Exchange|Ottlieb|Sven |0241-039123|Walserweg 21|NULL|Aachen|NULL|52066|Germany|NULL|0.00|2015-01-01|2015-01-01
E3EBB36EA3BC34EBD13A37187431A605|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|A62AEFC23ED14835A6EB9F1D8FA24FE6|462|FunGiftIdeas.com|Benitez|Violeta|5085552555|1785 First Street|NULL|New Bedford|MA|50553|USA|1216|85800.00|2015-01-01|2015-01-01
70E5B490A443FBC3D179D7DCACBB7219|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|1851B9B7CA3E3CB8DD412F941BEA4396|465|Anton Designs, Ltd.|Anton|Carmen|+34 913 728555|c/ Gobelas, 19-1 Urb. La Florida|NULL|Madrid|NULL|28023|Spain|NULL|0.00|2015-01-01|2015-01-01
1F247542A7446249DE292661B84EC2EB|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|BF4AFC7F0C2B911A2440716FF1FBE4AB|471|Australian Collectables, Ltd|Clenahan|Sean|61-9-3844-6555|7 Allen Street|NULL|Glen Waverly|Victoria|3150|Australia|1611|60300.00|2015-01-01|2015-01-01
20017407F3CF9B561B78DF6C43EAB4DE|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|AC9625721391E5A6BA88B8E053AADA37|473|Frau da Collezione|Ricotti|Franco|+39 022515555|20093 Cologno Monzese|Alessandro Volta 16|Milan|NULL|NULL|Italy|1401|34800.00|2015-01-01|2015-01-01
48CD3034F39A7BD6BE747F92F1D08E42|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|A524880F02662AA185859CCCEC0D2F3C|475|West Coast Collectables Co.|Thompson|Steve|3105553722|3675 Furth Circle|NULL|Burbank|CA|94019|USA|1166|55400.00|2015-01-01|2015-01-01
F61A688C4CED96CA953795EDFC7B8DA3|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|18492660DC0989C87444CDDEB3936247|477|Mit Vergnügen & Co.|Moos|Hanna |0621-08555|Forsterstr. 57|NULL|Mannheim|NULL|68306|Germany|NULL|0.00|2015-01-01|2015-01-01
12216445981A130DE55963FAA3FF7819|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|A59ACDEA73648367B8255231DF9C0FDB|480|Kremlin Collectables, Co.|Semenov|Alexander |+7 812 293 0521|2 Pobedy Square|NULL|Saint Petersburg|NULL|196143|Russia|NULL|0.00|2015-01-01|2015-01-01
7D46C5639B388935956D2572D17B410C|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|C4C3EE053DA2A3E7A826082B046D1454|481|Raanan Stores, Inc|Altagar,G M|Raanan|+ 972 9 959 8555|3 Hagalim Blv.|NULL|Herzlia|NULL|47625|Israel|NULL|0.00|2015-01-01|2015-01-01
AF05C25D54766FACEC02E42625D526A3|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|2F6AD6303812883C8736C37AF80B353F|484|Iberia Gift Imports, Corp.|Roel|José Pedro |(95) 555 82 82|C/ Romero, 33|NULL|Sevilla|NULL|41101|Spain|1702|65700.00|2015-01-01|2015-01-01
4205B58A4A9C7917A59B29AF98032660|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|4DBA7631E68F1F8C331FC79C441AD929|486|Motor Mint Distributors Inc.|Salazar|Rosa|2155559857|11328 Douglas Av.|NULL|Philadelphia|PA|71270|USA|1323|72600.00|2015-01-01|2015-01-01
2908904D81FC4A09B684DFF7E0EF15D9|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|6FB479F08B92AA9C9E7F61AA386DE494|487|Signal Collectibles Ltd.|Taylor|Sue|4155554312|2793 Furth Circle|NULL|Brisbane|CA|94217|USA|1165|60300.00|2015-01-01|2015-01-01
FBD0F018E06CC747B9084EBCA941A973|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|98BA6E8B1F5C9ABFE69AD1ACC50E6E91|489|Double Decker Gift Stores, Ltd|Smith|Thomas |(171) 555-7555|120 Hanover Sq.|NULL|London|NULL|WA1 1DP|UK|1501|43300.00|2015-01-01|2015-01-01
5B7CEE7566BFB4366D174345A2D3A725|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|E4E765DB2A06B4A3051EF8274CCD3BC3|495|Diecast Collectables|Franco|Valarie|6175552555|6251 Ingle Ln.|NULL|Boston|MA|51003|USA|1188|85100.00|2015-01-01|2015-01-01
1E1C44CB4990CCB2484492E18C336B36|1900-01-01T00:00:00|9999-01-01T00:00:00|2023-08-25T14:40:14.041962-04:00|KWS.customers|C56AE52BC0CE677D35D8070A4FFA4A36|496|Kelly's Gift Shop|Snowden|Tony|+64 9 5555500|Arenales 1938 3'A'|NULL|Auckland  |NULL|NULL|New Zealand|1612|110000.00|2015-01-01|2015-01-01
